company_name,industry,sub_industry,company_stage,company_size,role_title,role_description,required_skills,nice_to_have_skills,location,salary_min,salary_max,visa_sponsorship,min_experience_years
Lennar Corporation,Real Estate,Construction & Development,Public,"Enterprise (5,000+)",Land Acquisition Manager,Source and evaluate land acquisition opportunities for residential developments,"Real Estate, Financial Modeling, Market Analysis, Negotiation","Real Estate License, Urban Planning",Multiple Locations,90000,150000,False,7
Lennar Corporation,Real Estate,Construction & Development,Public,"Enterprise (5,000+)",Construction Superintendent,Direct daily construction activities and subcontractor coordination,"Construction Management, Subcontractor Management, Quality Control","Spanish Language, First Aid Certification",Job Sites Nationwide,70000,100000,False,3
Lennar Corporation,Real Estate,Construction & Development,Public,"Enterprise (5,000+)",New Home Sales Consultant,Guide homebuyers through the new home purchase process,"Sales, Customer Service, Real Estate Knowledge","Real Estate License, Interior Design",Sales Offices Nationwide,50000,120000,False,1
Lennar Corporation,Real Estate,Construction & Development,Public,"Enterprise (5,000+)",Regional Vice President of Construction,Oversee construction operations for multiple divisions,"Executive Leadership, P&L Management, Strategic Planning","MBA, Engineering Degree",Regional Headquarters,180000,300000,False,15
Lennar Corporation,Real Estate,Construction & Development,Public,"Enterprise (5,000+)",Construction Quality Manager,Develop and implement quality control programs,"Quality Management, Building Codes, Inspection Protocols","ICC Certification, Six Sigma",Multiple Locations,75000,110000,False,5
Lennar Corporation,Real Estate,Construction & Development,Public,"Enterprise (5,000+)",Purchasing Manager,Manage material procurement and vendor relationships,"Procurement, Contract Negotiation, Supply Chain Management","CPSM Certification, ERP Systems",Division Offices,80000,120000,False,5
Lennar Corporation,Real Estate,Construction & Development,Public,"Enterprise (5,000+)",Construction Estimator,Prepare detailed cost estimates for residential projects,"Cost Estimation, Takeoffs, Construction Methods","Certification from ASPE, BIM",Multiple Locations,65000,95000,False,3
Lennar Corporation,Real Estate,Construction & Development,Public,"Enterprise (5,000+)",Design Center Consultant,Assist homebuyers with interior finish selections,"Interior Design, Customer Service, Sales","Design Software, Color Theory",Design Centers Nationwide,45000,75000,False,2
Lennar Corporation,Real Estate,Construction & Development,Public,"Enterprise (5,000+)",Construction Safety Manager,Implement and oversee job site safety programs,"OSHA Regulations, Safety Training, Risk Management","CSP Certification, First Aid Instructor",Multiple Regions,70000,100000,False,5
Lennar Corporation,Real Estate,Construction & Development,Public,"Enterprise (5,000+)",Field Engineer,Provide technical support for construction activities,"Engineering, Construction Methods, Technical Documentation","AutoCAD, Drone Operation",Project Sites,55000,80000,True,0
Lennar Corporation,Real Estate,Construction & Development,Public,"Enterprise (5,000+)",Warranty Service Manager,Manage post-closing warranty service operations,"Customer Service, Construction Knowledge, Team Management","Building Science, Service Management Software",Division Offices,60000,90000,False,4
Gensler,Real Estate,Architecture,Private,"Enterprise (5,000+)",Project Architect,Lead architectural design projects from concept through construction,"Revit, AutoCAD, Building Codes, Project Management",,Multiple US Locations,75000,120000,True,5
Gensler,Real Estate,Architecture,Private,"Enterprise (5,000+)",Design Director,Oversee design direction and quality for major projects,"Design Leadership, Client Relations, Team Management",,"New York, NY",150000,200000,True,12
Gensler,Real Estate,Architecture,Private,"Enterprise (5,000+)",Junior Architectural Designer,Support project teams with design development and documentation,"Revit, SketchUp, Adobe Creative Suite",,Multiple US Locations,50000,70000,False,0
HOK,Real Estate,Architecture,Private,"Enterprise (5,000+)",Senior Project Manager,Lead large-scale architectural projects and client relationships,"Project Management, Client Relations, Team Leadership",,"Chicago, IL",120000,180000,True,10
HOK,Real Estate,Architecture,Private,"Enterprise (5,000+)",Computational Design Specialist,Develop and implement computational design solutions,"Grasshopper, Rhino, Python, Parametric Design",,"San Francisco, CA",85000,130000,True,3
HOK,Real Estate,Architecture,Private,"Enterprise (5,000+)",Architectural Intern,Support design teams and develop technical skills,"AutoCAD, Revit, 3D Modeling",,Multiple US Locations,45000,55000,False,0
JLL (Jones Lang LaSalle),Real Estate,Facilities Management,Public,"Enterprise (5,000+)",Integrated Facilities Manager,Manage comprehensive facilities operations for client portfolio,"Facilities Operations, Client Management, Budget Management","FMP Certification, Six Sigma",Multiple US Locations,70000,100000,False,5
JLL (Jones Lang LaSalle),Real Estate,Facilities Management,Public,"Enterprise (5,000+)",Chief Engineer,Lead engineering team and oversee building systems maintenance,"Building Systems, Team Leadership, Project Management","PE License, Energy Management",Major Metros,100000,140000,True,10
JLL (Jones Lang LaSalle),Real Estate,Facilities Management,Public,"Enterprise (5,000+)",Workplace Experience Manager,Create and implement workplace strategies to enhance employee experience,"Change Management, Space Planning, Program Management","IWFM Certification, Interior Design",Multiple Locations,75000,110000,False,6
JLL (Jones Lang LaSalle),Real Estate,Facilities Management,Public,"Enterprise (5,000+)",Regional Operations Director,Direct facilities management operations across regional portfolio,"Operations Management, P&L Responsibility, Strategic Planning","MBA, Real Estate License",Regional Headquarters,140000,190000,True,12
JLL (Jones Lang LaSalle),Real Estate,Facilities Management,Public,"Enterprise (5,000+)",Property Administrator,Handle administrative duties for property management team,"Administrative Support, Customer Service, Microsoft Office","Real Estate License, Accounting",Multiple US Locations,40000,55000,False,1
JLL (Jones Lang LaSalle),Real Estate,Facilities Management,Public,"Enterprise (5,000+)",Sustainability Consultant,Develop and implement sustainable practices across properties,"Sustainability Programs, Energy Analysis, Green Building","LEED AP, Energy Modeling",Major Metros,80000,115000,True,5
JLL (Jones Lang LaSalle),Real Estate,Facilities Management,Public,"Enterprise (5,000+)",Critical Environment Specialist,Manage operations for mission-critical facilities,"Data Center Operations, Critical Systems, Risk Management","DCEP Certification, IT Infrastructure",Tech Hubs,90000,130000,True,7
JLL (Jones Lang LaSalle),Real Estate,Facilities Management,Public,"Enterprise (5,000+)",Project Manager,Manage facility improvement and renovation projects,"Project Management, Construction Management, Budget Control","PMP Certification, AutoCAD",Multiple US Locations,75000,110000,False,5
JLL (Jones Lang LaSalle),Real Estate,Facilities Management,Public,"Enterprise (5,000+)",Help Desk Coordinator,Manage facilities service requests and coordinate responses,"Customer Service, Ticket Management, Communication","CAFM Software, Bilingual",Multiple US Locations,35000,50000,False,0
JLL (Jones Lang LaSalle),Real Estate,Facilities Management,Public,"Enterprise (5,000+)",Space Planning Manager,Develop and implement space utilization strategies,"Space Planning, AutoCAD, Workplace Strategy","Interior Design, Change Management",Major Metros,85000,120000,False,6
Compass,Real Estate,Real Estate Brokerage,Public,"Enterprise (5,000+)",Real Estate Agent,Independent contractor role focused on buying/selling properties,"Real Estate License, Sales, Negotiation",,Multiple US Locations,50000,80000,True,0
Compass,Real Estate,Real Estate Brokerage,Public,"Enterprise (5,000+)",Transaction Coordinator,Manages real estate transaction documentation and process,"Transaction Management, DocuSign, MLS",,Multiple US Locations,45000,65000,True,1
Compass,Real Estate,Real Estate Brokerage,Public,"Enterprise (5,000+)",Regional Sales Manager,Oversees agent recruitment and regional operations,"Sales Management, Team Leadership, Real Estate",,Major Markets,120000,180000,True,8
Coldwell Banker,Real Estate,Real Estate Brokerage,Public,"Enterprise (5,000+)",Broker Associate,Licensed real estate professional,"Real Estate License, Sales",,Multiple US Locations,50000,80000,True,0
Coldwell Banker,Real Estate,Real Estate Brokerage,Public,"Enterprise (5,000+)",Marketing Coordinator,Supports marketing initiatives for agents and offices,"Marketing, Adobe Creative Suite",,Multiple Locations,45000,60000,True,1
Coldwell Banker,Real Estate,Real Estate Brokerage,Public,"Enterprise (5,000+)",Branch Manager,Manages local office operations and agent development,"Management, Real Estate License",,Local Offices,85000,150000,True,5
AECOM,Transportation,Transportation Infrastructure,Public,"Enterprise (5,000+)",Transportation Engineer I,"Entry-level role supporting highway, bridge and transit design projects","AutoCAD, Civil 3D, Engineering degree, EIT certification","Microstation, GIS experience",Multiple US Locations,65000,85000,True,0
AECOM,Transportation,Transportation Infrastructure,Public,"Enterprise (5,000+)",Senior Bridge Engineer,Lead structural design of complex bridge and transportation structures,"PE license, Bridge design, Seismic analysis, Project management","FHWA experience, Load rating expertise","New York, Los Angeles",110000,160000,True,8
AECOM,Transportation,Transportation Infrastructure,Public,"Enterprise (5,000+)",Rail Systems Manager,"Oversee rail infrastructure projects including signals, communications and power systems","Rail systems engineering, PMP certification, Contract management","CBTC experience, FRA regulations","Boston, Washington Dc",130000,180000,False,10
AECOM,Transportation,Transportation Infrastructure,Public,"Enterprise (5,000+)",Transportation Planner,Conduct transportation planning studies and traffic impact analyses,"AICP certification, Traffic modeling, Technical writing","Public engagement, NEPA documentation",Multiple US Locations,70000,100000,False,3
AECOM,Transportation,Transportation Infrastructure,Public,"Enterprise (5,000+)",Vice President of Transportation,Lead transportation business line strategy and operations for region,"PE license, Business development, Executive leadership","MBA, DOT relationships",Regional Hubs,200000,350000,False,15
AECOM,Transportation,Transportation Infrastructure,Public,"Enterprise (5,000+)",Construction Manager,Oversee construction of major transportation infrastructure projects,"Construction management, Schedule management, Cost control","CCM certification, Design-build experience",Project Sites Nationwide,100000,150000,False,8
AECOM,Transportation,Transportation Infrastructure,Public,"Enterprise (5,000+)",Traffic Engineer,Perform traffic analysis and design of roadway systems,"Traffic simulation, Signal timing, AutoCAD","Synchro, VISSIM",Multiple US Locations,75000,110000,True,3
AECOM,Transportation,Transportation Infrastructure,Public,"Enterprise (5,000+)",Aviation Project Manager,Manage airport infrastructure and facilities projects,"Aviation planning, Project management, FAA regulations","Airside operations, Terminal planning",Major Airport Hubs,120000,170000,False,10
AECOM,Transportation,Transportation Infrastructure,Public,"Enterprise (5,000+)",Environmental Scientist,Conduct environmental assessments for transportation projects,"NEPA, Environmental permits, Technical writing","GIS, Wetland delineation",Multiple US Locations,65000,95000,False,2
